id,title,content
200376275,Employee Struck By Automobile Dies,"body trauma, shoulder"
201497161,Vehicle In Jacks Falls And Kills Mechanic,
202655221,Employee Is Crushed By Vehicle And Is Killed,
202488250,Employee Dies After Being Caught In An Avalanche,"broken ribs hip leg, feet"
525972,Employee Dies In Avalanche,"feet, toe"
201636842,Employee Killed Between Backhoe Boom And Outrigger,
201066792,Employee Is Killed When Crushed By Backhoe Boom,"hands, chest"
200782134,Employee Dies When Crushed By Backhoe Bucket,"significant head trauma, head"
202220810,One Is Killed  One Is Injured When Backhoe Loader Overturns,chest
201881232,Employee Killed When Struck By Falling Excavator Bucket,head
202657797,Employee Is Killed  Pinned Between Truck And Loading Dock,
200370914,Employee Found Dead Inside Baler Box,
316343896,Employee Is Electrocuted Installing Wiring And Is Killed,
200785194,Employee Is Electrocuted While Rewiring Light Fixtures,bare hands
200643880,Electrician Is Electrocuted While Changing Fixture Ballast,
200554558,Employee Is Electrocuted While Replacing Ballast,
201354115,Road Employee Is Killed When Struck By Motor Vehicle,
202458287,Employee Dies From Electrocution In Amp Test,
200840593,Employee Injured When Caught By Door Machine  Later Dies,"shoulder, left pelvis"
14506059,Employee Dies After Expose To Benzene For 30 Years,
201352879,Employee Is Struck And Killed By A Suspended Load,"torso, pelvic fractures lacerated bladder"
201362019,Employee Is Killed When Crushed In Pivoting Furnace Roof,
913301,Employee Dies Of Carbon Monoxide Exposure In Blast Furnace,
14425250,Employee Killed By Shrapnel From Furnace Blast,chest
201352937,Employee Is Killed While Blasting Slag In Steam Boiler,
201923596,Employee Dies From Heat In A Confined Space,
200712487,Employee Killed By Gas Blowback,
200515559,Employee Is Struck In Forehead By Bag Holder And Dies,"skin, forehead"
200881613,Employee Is Struck By Blown Out Tire And Rim  Later Dies,"severe head, head, neck injuries"
200375426,Employee Is Ejected From Boat And Dies,
200023216,Employee Is Killed In Fall After Unhooking Fall Protection,
202344107,Employee Is Killed During Renovation,
200536183,Worker Dies After Ejection From Elevated Lift,
200042166,Employee Is Electrocuted,arch
200830750,Employee Electrocuted When Boom Strikes Power Line,
606764,Const. Employee Struck And Killed By Falling Crane Boom,
200515591,Employee Is Killed When He Came In Contact With A Power Line,
202088522,Employee Is Struck By Flying Part And Is Killed,
200672921,Employee Killed In Fall From Bosun'S Chair,
200651669,Employee Is Killed When Truck Falls Through Ice,
967398,Fire Fighter Injured When Struck By Boulder  Later Dies,
200840403,Employee Killed When Struck By Falling Steel Tube,"face, head"
200450237,Employee Killed When Run Over By Rail Car,
201030210,Employee Killed When Run Over By Rail Car,body
202447587,Employee Is Injured In Fall Into Elevator Shaft  Later Dies,"feet, back"
201924370,Welder Is Killed In Fall While Cutting Out Pollution Pan,"well head, head"
202568408,Employee Dies In Fall From Ladder While Installing Chute,"feet, head, head injuries"
202341954,Employee Killed In Fall When Scaffold Collapses In Wind,
202341913,Employee Killed In Fall When Wooden Floor Collapses,
202692182,Employee Dies From Cardiac Arrest,large subarachnoid aneurysmal brain hemorrhage
202713764,Crew Leader Is Killed In Fall From Unguarded Platform,"massive head trauma, face, feet, head"
201510922,Employee Killed In Trucking Incident,
200981280,Employee Is Run Over By Trailer Truck And Is Killed,
202361507,Employee Dies After Being Struck By Rail Car,
1009463,Brakeman Killed Attempting To Reboard Moving Train,head
14515027,Employee Killed Under Railroad Car,
840827,Employee Killed Between Moving Rail Car And Retaining Wall,
14237739,Employee Killed When Crushed Between Rail Car And Log Rake,
14393516,Employee Killed When Caught Between Tank Cars,
14481519,Employee Killed By Slip From Front Of Moving Railroad Car,"face, knee decerebrate fracture, amputated right leg"
201925542,Employee Dies From Heat Related Cardiac Arrest,
202570362,Painter Is Electrocuted On Bridge Framework,
201408523,Bridge Project Foreman Is Killed When Bus Strikes Guardrail,head
201094125,Employee Killed In Fall From Bridge,
597153,Employee Dies After Leg Amputated By Auger,"leg, feet, knee"
201344496,Two Employees Killed In Fall When Gondola Cable Breaks,
200624047,Employee Is Killed When Crane Cable Fails And Releases Load,multiple body fractures
200783900,Employee Is Shocked By Energized Fixture  Later Dies,
170846299,Employee Killed When Struck By Swinging Trash Box,"head, chest"
200514560,Employee Killed In Fall When Stairway Railing Fails,legs
200212215,Employee Killed In Fall When Catwalk Collapses,
201172483,Employee Is Killed When Crushed By Falling Ripper Shank,
201942737,Employee Is Killed In A Brush Chipper,"body, waist, chipper head"
202345328,Employee Pulled Into Chipper And Killed,
202344495,Employee Is Killed While Operating Wood Chipper,"body trauma, right foot"
202289146,Employee Killed When Caught By Chipper,"chipper feet, foot"
201352895,Employee Is Killed When Tree Crushed Cab Of Excavator,"neck impact, blunt head, excavator arm"
202004602,Employee Is Killed When Crushed In Skid Steer Loader,lift arms
200901619,Employee Dies In Fall From Bucket Of Truck Lift,
202588588,Employee Is Killed When Pickup Truck Plunges Into Water,
201863032,Employee Is Trampled By Bull And Is Killed,
201491115,Employee Is Killed When Bull Tramples,
200626018,Employee Is Killed After Ejected From Flipping Bulldozer,
170708499,Mechanic Killed When Crushed By Automobile,
909374,Employee Dies In Bungee Jump Accident,
201250321,Employee Dies After Being Buried In Excavation Collapse,
202005666,Employee Lowers Hydraulic Jack Onto Himself  Dies,
202491460,Tow Truck Driver Is Killed When Struck By Truck,
202489050,Employee Suffers Heart Attack  Later Dies,
200902237,Employee Is Electrocuted By Panel,
202441325,Employee Electrocuted In Contact With Energized Busbar,
200350411,Farm Employee Dies Of Asphyxia Under Bush Hog,
200350478,Employee Killed By Object Ejected From Bush Hog,head
14214134,Employee Killed When Crushed By Bush Hog,chest
201097201,Employee Is Found Dead In Confined Space Work Area,
200033082,Employee Is Killed When Struck By Flying Object,head
200678290,Employee Drowns When Excavator Falls Into Canal,feet
200676427,Employee Drowns When Tractor Rolls Into Canal,
201352101,Employee Dies After Truck Drift Into A Canal,
201986510,Employee Is Killed When Crushed Under Overturned Backhoe,
170361521,Employee Dies Of Leukemia,
201991957,Employee Electrocuted By Exposed Capacitor Parts,
200451847,Employee Is Electrocuted While Inspecting Capacitor Cabinet,
200012979,Employee Dies Of Asphyxia In Sewer,
200053486,Employee Dies Of Asphyxia In Pit,
201070638,Employee Dies In Freezer Of Asphyxiation,
200122471,Employee Dies From Asphyxiation In Manhole,
200230225,Employee Killed In Explosion Of Chemical Storage Tank,
202456232,Employee Is Killed By Exposure To Paint Stripper,
201096112,Employee Is Killed From Carbon Monoxide Poisioning,
202556338,Handyman Installing Attic Exhaust Fan Is Found Dead,
202637278,Worker Collapses And Dies From Heart Attack,
202570578,Employee Has Heart Attacks  Dies At Work,heart attack
201044815,Employee Suffers Cardiac Arrest And Dies,"hands, head"
202635249,Employee Is Killed When Pinned Between Trucks,
200516029,Employee Collapses And Dies From Suspected Heart Attack,atherosclerotic diseased heart
200075596,Owner Is Killed When Thrown From Forklift,
202085379,Employee Is Crushed In A Machine And Is Killed,
200555423,Employee Is Caught In Rotating Machinery  Is Killed,
201482262,Employee Killed When Struck By Loader Bucket,
202543914,Employee Is Killed In Fall From A Catwalk,
201044195,Employee Is Killed In Fall From Catwalk,"foot lanyards, full body harness, back"
201797727,Employee Dies After Fall From Tanker,"face, feet"
201408580,Employee Is Struck By Automobile And Is Dragged  Later Dies,"feet, back"
200801165,Employee Is Killed When Struck By Foundation Wall,
200042158,Employee Is Killed In Fall From Crane Rigger,
201497963,Employee Collaspses While Sitting In Chair  Later Dies,heart attack
202136164,Employee Falls From Chair  Fractures Spine  And Later Dies,"legs, head, arms, back"
200645141,Employee Dies After Chemical Exposure,
201281219,Three Employees Killed In Explosion Of Waste Vessel,
201055027,Employee Killed While In Confined Space,feet
201951407,Employee Dies From Burns While Inspecting Mixture In Vessel,body
200626943,Employee Is Crushed By Machine And Later Dies,"brain swelling, chest"
202674396,Employee Is Struck By Felled Tree  Dies,
200084036,Employee Is Struck By Falling Tree Limb  Later Dies,head
202126736,Employee Is Killed When Pinned Between Truck And Spreader,
201076171,Employee Is Killed When Caught In Wood Chipper,"waist, foot, right foot"
202478046,Unchocked Tow Truck Rolls And Kills Mechanic,fatal head crush injury
202528386,Employee Is Killed When Run Over By Flatbed Trailer,
200841955,Employee Is Crushed By Sprayer  Later Dies,body
202549341,Employee Is Killed When Run Over By Truck Trailer,knee
201353653,Employee Is Killed When Run Over By Truck,
202366993,Employee Killed When Crushed Under Rolling Truck,
201623451,Employee Is Killed When Struck By Log,"head, chest"
170210892,Carpenter Killed When Struck By Falling Steel Column,
201636081,Employee Is Killed When Struck By Falling Sky Car,
200075521,Employee Dies From Ischemic Heart Disease  Not,
170179188,Employee Dies Of Heart Attack,"blocked coronary artery, heart attack due"
14424006,Employee Dies Of Coronary Artery Blockage In 100 Degree Heat,
202330692,Two Employees Are Overcome By Chlorine Gas,
202545562,Janitor Drowns While Working On Sump,
201072584,Employee Is Killed When Struck By Falling Beams,
200203172,Employee Is Electrocuted When Dump Truck Strikes Power Line,
200981165,Truck Driver Is Killed When Pinned Between Two Trucks,
201573078,Employee Is Killed In Fall From Scaffold,
200540920,Employee Dies From Asphyxiation After Fall Into Coal Bin,
200840627,Employee Killed When Crushed Between Coal Hopper And Bunker,torso
14558092,Employee Killed When Buried In Coal Hopper,
201330511,Employee Killed When Caught Between Strip And Roll,hand
201931136,Employee Dies Of Asphyxia When Caught In Water Intake Valve,
124842410,Employee Drowns When Caught In Coffer Dam,
201953064,Employee Is Burned In Coke Oven; Later Dies,"body, leg torso face, arms"
722306,Employee Killed When Crushed By Equipment,lip
201497930,Employee Collapses While Harvesting  Later Dies,
202675203,Employee Is Crushed Between Vehicles And Later Dies,
201497344,Two Employees Collide In Trucks  Sustain Fractures  One Dies,
201129335,Employee Is Killed In Vehicle Crash,
201486107,Employee Killed In Chemical Explosion,
200622306,Employee Dies Of Burns Received While Welding,body
200550036,Employee Dies During Dive In Water Storage Tank,face
170032122,Employee Drowns While Scuba Diving,
201955838,Employee Is Electrocuted After Contacting Power Line,
200626257,Employee Struck By Overturned Bucket Truck  Later Dies,
200531812,Employee Is Killed When Struck By Falling Pallets,
201039195,Employee Is Killed When Compressed Gas Tank Explodes,"feet, back bodywork"
201572815,Employee Is Struck And Killed By Fire Supression Cylinder,head
202477246,Employee Is Killed By Electric Shock,hand
201943107,Employee Trips On Stairs  Hits Head  Later Dies,head
200171106,Truck Crash Kills Driver  Injures Second Worker,
202569968,Employee Is Killed When Forklift Overturns,"nose, head, ears"
201773678,Employee Is Crushed And Killed When Struck By Falling Load,
202126553,Employee Is Struck By Drain Box  Is Pinned And Killed,radius swing
200714244,Construction Foreman Is Killed By Falling Concrete Panel,
202014460,Construction Worker Is Killed As Concrete Planks Collapse,head
201175072,Falling Concrete Panel Crushes And Kills Employee,
200651651,Employee Is Killed When Caught Between Pipe And Loader,
200823300,Driver Is Killed When Crushed By Pipe,
200603389,Employee Is Killed When Struck By Truck Boom,
202686614,Employee Crushed By Forklift Dies,
200075059,Concrete Truck Driver Struck And Killed In Work,
202080685,Warehouseman Is Killed In Fall From Cherry,
201044963,Employee Crushed And Killed When Conduits Rolls Off Trailer,
200359719,Employee Falls With Lift And Later Dies,
200690998,Employee Is Killed While Troubleshooting Motor,
201857067,Plumber Is Killed When Struck By Test Equipment,head
200678258,Employee Is Struck And Killed By Falling Reefer,nose
200758985,Employee Is Killed When Head Is Crushed By Fork Lift Truck,"body, head"
313666265,Employee Is Killed When Exposed To Electric Shock,
202343778,Employee Killed In Fall From Cooling Tower,
200784247,Employee Is Electrocuted By Welding Machine,
200997914,Worker Is Electrocuted While Installing Water Meter,
200555639,Employee Is Killed In Fall Through Floor Opening,
201857422,Employee Is Found Dead In Feed Bin,
201107596,Employee Is Killed In Silo Engulfment,
201981313,Employee Dies After Cut By Machinery,
14379721,Employee Drowns In Treatment Pit,
200623197,Employee Is Killed When Crushed By Rail Car,
200123156,Employee Dies From Asthma Attack,
200262764,Employee Is Struck And Killed By Farm Equipment,chest
201562592,Pump Truck Operator Is Killed When Struck By Counterweight,head
200758829,Employee Is Crushed Between Gravel Box  Trac Hoe  Later Dies,
202545414,Tree Trimmer Dies Unexpectedly With Cause Undetermined,
202637534,Employee Dies From An Acute Myocardial Infarction,
200042174,Employee Is Killed When Crushed Under Falling Boom,entire body
14219554,One Employee Killed And Two Injured By Crane Hoist,
200925725,Employee Gets Killed By Being Crushed By Crane Boom,
200002723,Employee Is Killed When Struck By Debris,head
201751492,Crane Operator Killed When Crane Tips,
201954369,Employee Crushed And Killed By Crane,
200100170,Employee Killed In Fall Over Railing Of Crane Cab,head injuries following day
200996783,Employee Is Killed When Struck By Crane Load,head
202362588,Employee Is Killed In Fall While Trimming Tree,
201352168,Employee Is Killed By Overhead Crane Lifting Device,
200996908,Employee Is Killed When Struck By Lifting Arm,unsecured lifting arm
200623601,Employee Is Killed When Beam Falls,
201780772,Employee Is Killed When Struck By Crane'S Spreader Bar,"severe head injuries, head"
200672939,Employee Killed When Struck By Crane Alignment Bar,
200902559,Employee Falls From Platform And Strikes Head; Later Dies,"head injury, feet, head"
200264000,Employee Is Killed When Truck Crane Tips Over  Pinning Him,
200924744,Employee Runs Forklift Into Crane Support Beam  Later Dies,"neck, forehead"
170078786,Employee Killed When Crane Tips Over,
200533073,Employee Is Killed While Power Washing Hog Crates,
201037538,Employee Killed Cleaning Ground Conductor In Crawl Space,
201058781,Employer Electrocuted Installing Duct Work In Attic,
201117512,Employee Electrocuted While Working In Crawl Space,
200552875,Roustabout Killed When Struck By Falling Pylon,
200631455,Employee Electrocuted Adding Fourth Wire To Power Line,"calves, shoulder, back"
201390176,Employee Killed When Struck By Rail Car,
200642049,Employee Killed When Oil Tank Explodes During Welding,
202510079,Surveyor'S Helper Is Run Over By Scraper And Killed,
201044831,Employee Is Crushed When Hydraulic Line Failed  Later Died,"body, chest"
200571230,Employee Is Killed When Crushed By Tractor Trailer,
201637485,Employee Is Killed When Struck By Boom,
202471348,Employee Is Killed When Aerial Lifting Device Overturns,"feet wide, feet high, head chest abdomen"
201312030,Employee Dies Of Chemical Exposure Or Heart Attack,"heart attack, back"
170702039,Employee Dies  Two Injured  When Exposed To Cyanide Fumes,
201044849,Employee Is Killed When Struck By Hydraulic Fluid,
200901346,Employee Drowns In Fall From Crawl Space,feet
200780740,Employee Drowns When Pinned By Collapsing Dam,
200850519,Employee Killed When Crushed By Elevator Car,
201171873,Employee Killed When Struck By Fallen Tree,
201079340,Employee Falls From Metal Decking And Is Killed,
200714137,Employee Is Killed In Fall From Roof,"face, feet"
200231421,Employee Killed In Fall From Elevation,feet
202003844,Employee Killed In Fall Through Roof Opening,
200781136,Employee Killed In Fall From Scaffold,
170701270,Employee Killed By Decking Panels Flying Off Overpass,head
201261351,Employee Found Dead In Water Reservoir Tank Being Cleaned,
312669880,Employee Is Killed When Struck On Head And Chest,head
202368965,Employee Is Struck By Vehicle And Dies,
202561783,Worker Dies After Being Struck By Falling Tree,
200813038,Employee Is Killed In Fall From Rig Monkeyboard,
201371366,Employee Strikes Head  Falls  And Is Killed,"skull, head"
200644615,Driller Killed By Collapsing Derrick  Coworker Hurt By Metal,"leg, floor hand"
200712891,Employee Is Killed In Fall From Oil Well Derrick,
202126421,Employee Is Killed In Fall From Derrick Board,feet
201572989,Employee Killed In Fall From Derrick,"feet, finger Employee"
200641280,Employee Killed In Fall From Derrick Platform,body harness
201580982,Employee Electrocuted When Derrick Boom Contacts Electric Li,
200643674,Employee Electrocuted During Power Line Work,
202450359,Employee Electrocuted After Truck Boom Strikes Power Line,
200623478,Employee Killed In Fall When Ejected From Aerial Lift,
200812949,Employee Is Killed When Struck By Drill Pipe Collar,head
200713428,Employee Is Killed In Fall From Drilling Rig,
200262657,Employee Is Killed In Fall From Derrick Board,
201119567,One Employee Is Killed  Other Injured In Fall From Derrick,
200642932,Employee Is Killed When Derrick Collapses,
200711703,Employee Is Killed In Fall From Oil Derrick,feet
200811073,Employee Killed In Derrick Collapse,
202637237,Roofer Complains Of Heat  Seeks Shade  And Dies,
200171130,Employee Is Killed When Rolled Over By A Truck,
202635355,Employee Falls Dead While Loading A Flatbed Truck,
202561460,Employee Is Killed When Diesel Fuel Ignites,
201623741,Employee Suffers Burns When Diesel Tank Explodes,"body, face"
202455630,Employee Receives Burns When Welding Diesel Tank,"torso area, skin graft surgery"
201762978,Employee Is Killed In Fuel Explosion,
201039260,Employee Is Killed In Welding Explosion,"face, back"
200643187,Employee Is Killed In Explosion During Welding,body
201489416,Employee Is Poisoned By Diesel Fuel,
200640720,Employee Killed When Gas Vapors Explode,body
170853097,Employee Burned When Diesel Fuel Ignites,"chest face arms, hands"
170700983,Mechanic Killed When Struck By Diesel Truck,
201992773,Employee Dies After Being Crushed By Rotating Equipment,
200623981,Employee Burned When Distillation Tank Explodes  Later Dies,
202367850,Truck Driver Is Killed When Truck Rolls Over Into Ditch,
201942950,Employee Dies During Diving Excursion,
202528410,Employee Dies After Diving Operation To Clean Pipe,
201262664,Employee Drowns While Cleaning Pond,
200203016,Employee Drowns When Diving Helmet Becomes Dislodged,
201580990,Employee Is Crushed And Killed In Pile Driving Operation,
202076816,Diver Is Killed When Trapped In Gate Valve,
200232460,Employee Dies From Drowning,
202180204,Employee Dies Of Air Embolism While Scuba Diving,
202053682,Employee Drowns While Diving,
201780749,Diver Is Killed When Crushed Between Barge And Wreck,
886812,Diver Drowns When Diving Helmet'S Air Line Is Severed,head
14542138,Commercial Diver Drowned In Lake,
200452936,Steel Roll Pins Dock Worker Later Dies,
202531778,Employee Dies In Forlift Incident,"chest injuries, blunt traumatic head"
202674800,Employee Is Killed When Struck By Vehicle Door,
202288346,Employee Killed When Pinned Between Autoclave And Door,upper left arm
201573052,Employee Is Killed When Crushed By Bulldozer Track,
200630762,Employee Killed When Struck By Tree,
755348,Employee Dies In Natural Gas Explosion,
200604841,Employee Is Killed When Dragged By Dump Truck,
201763604,Employee Struck By Crane  Falls From Ladder  Dragged  Dies,
202551404,Employee Is Killed In Fall From Ladder,"left middle finger, head"
200810992,Employee Killed When Pulled Into Drawworks,massive abdominal injuries
14559991,Employee Dies After Fall From Main Floor Of Drilling Rig,FEET BEFORE STRIKING A STEAM HEATER LOCATED ON THE RIG SUBFLOOR WHERE HE SUSTAINED FATAL INJURIES TO THE HEART AND LUNGS
14504203,Employee Dies Of Crushed Head In Rig,"hand line, massive head injuries"
200212520,Employee Is Struck In Head By Falling Object  Later Dies,head
201573573,Employee Is Killed By Falling Pipe Rack,
200571255,Employee Killed When Struck By Falling Drill Pipe,
201345451,Employee Is Run Over By Truck And Dies,
202486528,Employee Is Killed When Caught In Driveline,
200603637,Employee Killed When Struck By Drive Coupler,
201371010,Employee Is Killed When Entangled In Machine Drive,
202045894,Employees Are Injured In Truck Crash  One Pronounced Dead,
202545554,Employee Is Struck By Load And Later Dies,"body, hands, head"
202570446,Employee Is Struck And Killed By Falling Log,
202531703,Groundskeeper Found Drowned At Hydroelectric Station,head contusions
202493748,Machine Operator Drowns When Excavator Sinks Into Lake,
202149175,Employee Dies From Accidental Drug Overdose,
201073129,Employee Dies From Heart Attack And Drug Toxicity,
201146586,Employee Dies From Drug Overdose,
200980266,Employee Killed When Caught In Wire Rope Drum,
200641769,Employee Falls From Tower And Dies,
645341,Employee Dies Of Internal Bleeding/Natural Causes,
201126893,Employee Is Crushed By Truck Bed And Is Killed,multiple chest injuries
200032704,Employee In Truck Is Killed By Falling Truck Bed,
201858495,Driver Is Killed When Burned By Hot Asphalt,
200101111,Employee Killed When Equipment Fails,
201129020,Employee Is Crushed Between Truck And Dumpster  Later Dies,
202613469,Employee Is Killed By Falling K,
200103091,Employee Is Killed In Fall From Scaffold,
200780260,Employee Killed In Warehouse Fire,
200677953,Employee Is Struck And Killed By Vehicle,
200610608,Employee Killed When Run Over By Truck,
202483939,Employee Dies From Anaphylactic Shock When Stung By Insects,
202494258,Employee Is Killed When Struck By Loader,
200151561,Employee Is Injured When Struck By Machine Arm  Later Dies,"body, neck, rear arm assembly, back"
200626083,Employee Is Killed When Struck By Track Hoe Bucket,
200358992,Employee Is Killed When Struck By Excavator Bucket,
202364972,Employee Is Killed When Caught By Edging Machine,"edger hydraulic heads, head"
200203644,Employee Trips And Falls  Later Dies,"leg, brain, face"
202556627,Worker Is Electrocuted While Working In Electrical Vault,
200376135,Employee Contacts Power Terminal And Is Electrocuted,
202081808,Worker Performing Electrical Demolition Is Electrocuted,
202554754,Employee Is Electrocuted  Died,
202490660,Employee Is Killed When Pinned By Conveyor,
201392131,Employee Is Electrocuted By Electrical Conductor,
201073616,Two Painters Burned In A Flash Fire  One Dies From Injuries,"body, face, left arm, arm"
200536191,Lineman Is Electrocuted By Contact With Energized Wire,
202556635,Employee Suffers Electrocution When Contact 480 Volt Current,
200626778,Worker Is Electrocuted When Power Line Energizes Crane Line,
201408549,Employee Lifting Telecommunication Lines  Dies,
202715603,Worker Contacts Energized Conductor And Is Electrocuted,
201282985,Employee Is Electrocuted While Making Repairs,
200612471,Employee Killed By Carbon Monoxide From Generator,
200631422,Employee Is Electrocuted While Testing Voltage,crazy bone
200452746,Employee Hits Head In Fall  Later Dies,"feet, head"
201561719,Employee Is Electrocuted After Repairing Sump Motor,heart
202491965,Employee Cuts Hand Using Skill Saw,"palm, middle finger tip, fingers, left hand"
202492054,Employee Cuts His Left Hand While Using Skill Saw,left hand
202545232,Employee Receives Electric Shock By Power Line And Dies,
201408663,Worker Is Electrocuted While Installing Scaffold,feet
200012151,Employee Electrocuted Disconnecting Plug On Live Circuit,
202627659,Employee Dies From Electrical Shock,left hand
201763505,Worker Is Killed When Electrocuted By Power Line,
200151116,Employee Is Electrocuted And Later Dies,
202561221,Employee Is Killed By Electrocution,
201283181,Worker Is Killed After Falling Through Skylight In Roof,feet
200042182,Employee Is Killed Contacting Energized Overhead Line,
200271757,Employee Is Electrocuted In Control Panel,
202023693,Employee Is Electrocuted While Disconnecting Equipment,
201561677,Employee Is Electrocuted And Later Dies,
201955853,Employee Is Killed In Fall From Ladder,
200642460,Switch Gear Technician Is Electrocuted Cleaning Cabinet,
200626059,Employee Is Killed When Struck By Elephant,"head, chest"
14353585,Employee Killed When Struck And Crushed By Elephant,head
170161509,Animal Trainer Killed When Attacked By Elephant,"broken neck, massive head injuries"
170174056,Employee Killed When Crushed By Elephant,
202341731,Employee Is Crushed By Elevator And Dies,
200840544,Employee Killed In Fall From Grain Bin Elevator,legs
14338487,Employee Dies 10 Days After Being Struck By Elevator Gate,"hand, shoulders"
200604924,Housekeeper Is Killed When Crushed In Elevator Shaft,
202530853,Employee Is Killed When Crushed By Elevator,
202602371,Employee Complaines Of Headache During Training  Later Dies,
202602041,Employee Dies Of Pulmonary Embolism,
200824597,Employee Falls At Work And Later Dies,
202483947,Performer Dies After Striking Head On Wall,"cervical spine fracture, head, dislocated fingers, head cervical spine fracture broken wrist"
200690972,Employee Falls  Injures Head  Later Dies,head injuries
200033074,Employee Injures Knee  Later Dies Of Pulmonary Embolism,"knee injury, knee"
202369096,Driver Dies After Becoming Entangled In Drive Shaft,
201371549,Employee Dies After Being Caught In Machine,
200691129,Employee Is Killed In Unguarded Rotating Shaft,
202080354,Employee Is Killed By Falling Lift,blunt trauma chest injury
170784292,Cable Worker Is Killed When Fall Protection Equipment Fails,body
202446175,One Employee Killed And Another Injured From Electic Shock,right elbow
202637062,Employee Is Killed After Falling,
200902526,Employee Is Killed In Fall To Lower Level Concrete Slab,"body trauma, extensive head injuries"
201283074,Employee Is Killed In Fall From Third Floor,
200461416,Employee Electrocuted During Repair Of Escalator,
201142205,Employee Killed When Caught Inside Moving Parts Of Escalator,
14412423,Employee Dies After Ethane Explosion And Fire,
201380805,Worker Dies Of Cardiovascular Failure During Fire Evacuation,
201510252,Four Employees Burned  Five Killed In Explosion,
201072774,Employee Is Overcome By Exhaust Fumes,
200997633,Employee Is Killed When Tank Explodes While Welding,
202556494,Employee Falls From Ladder And Later Dies,extensive head trauma
200981215,Employee Falls Through Drum Fan And Is Killed,
202653721,Farm Worker Collapses Later Dies Possible Heat Related,
200340875,Employee Drowns In Manure Slurry Pit,
201272879,Employee Is Killed After Falling Into Feed Blender,
170044655,Employee Dies  One Injured In Traffic Accident,
200612166,Employee Is Killed When Struck By Felling Tree,back
200340297,Employee Is Killed By Falling Tree,
201350246,Employee Killed When Struck By Flying Piece Of Wood,head
170235147,Skidder Operator Killed When Struck By Tree,head neck
201273083,Employee Is Struck And Killed By Falling Log,
201101888,Employee Is Killed When He Falls From Ferris Wheel,chest
201523529,Employee Is Killed When Stabbed By Patron,
