id,title,content
201082658, Employee'S Arm Lacerated By Stone Grinder ,"metal head, left hand"
202556775, Worker'S Finger Is Broken In Unintended Machine Activation ,"foot pedal, hand, valve body, fingers"
201694510, Pallet Jack Driver Is Pinned By Truck And Sustains Fractures ,"leg, right leg, ruptured tendons"
201128717, Employee Amputates Finger Cleaning A Sausage Machine ,
200714269, Employee Is Killed When Crushed By Forklift ,
170627087, Employee Is Killed When Struck By Vehicle ,feet
170627020, Employee Is Entangled While Repairing Car  Breaks Neck ,
201639051, Employee Is Injured By Backing Trailer ,foot
202551545, Employee'S Leg Is Injured By Moving Cart ,right shin
201508066, Employee'S Foot Is Injured When Struck By Cart ,left foot
202465423, Employee'S Leg Is Pinned By Golf Car ,leg
202444501, Employee Is Injured When Pinned Between Wall And Cart ,"right knee, right ankle"
202472627, Employee'S Foot Is Crushed While Operating Forklift ,foot
200023158, Employee Dies After Being Struck By Vehicle In Car Wash ,
202340824, Employee Of Car Wash Is Dragged By Car And Killed ,back
200622819, Employee Is Killed When Crushed By Forklift ,
201067444, Employee Dies When Pinned By Golf Cart ,"tibia, right leg, fibula"
201065646, Employee Injured When Struck By Car In Carwash ,"broken pelvis, legs"
201621182, Employee'S Foot Crushed By Fork Lift ,foot
200650679, Employee Injured By A Falling Garden Tractor ,
201521390, Employee Injured In Fall From Roof ,
202478483, Employee Is Burned When Sprayed By Injection Molding Machine ,"arms, barrel feed throat, face shoulder hands"
200376002, Four Employees Receive Chemical Burns From Ruptured Valve ,"body, eyes, skin"
201076916, Employee Sustains Gunshot Wound While Stowing Gear ,leg
200272276, Employee Is Killed When Struck By Closing Lid ,
125676734, Cement Plant Worker Is Seriously Burned By Hot Limestone ,"neck, ears, back"
201321528, Foundry Worker Is Burned By Molten Iron  Later Dies ,
202456216, Truck Driver Receives Burns To Hands And Arms From Radiator ,"hands, arms"
200644565, Pawn Shop Owner Is Accidently Shot And Killed ,heart
200358133, Workers Are Exposed To Ammonia Gas When Off,
202529558, Employee Is Burned By Acid When Hose Separates ,"neck, head, legs, left thigh, skin grafts"
202488953, Employee'S Finger Is Injured When Gun Discharges ,little finger
200358125, Four Workers Are Burned By Acid When Pipe Fails ,
201344959, Employee Dies After Exposure And Allergic Reaction ,
201509056, Employee'S Eye Is Burned By Wet Concrete ,"right eye, face"
201751799, Employee Is Burned By Heated Caustic Solution  Later Dies ,upper body
201490083, Employee Is Burned By Hot Liquid From Can,"thigh area, back"
202465761, Employee Injured When Nail Gun Accidentally Discharges ,nail
202500682, Employee Killed When Caught Under Stream Of Hot Water ,
202447751, Employee'S Arm Burned When Splashed By Hot Tar ,arm
310813175, Employee Burned When Leaked Gasoline Ignites ,body
202081527, Employee Is Killed When Acetone Catches Fire ,
202550034, Employee Suffers Asthma Attack After Exposure To Chemicals ,
202079570, Eight Employees Are Exposed To Chemical Vapor Release ,
201149119, Worker Cleaning Fuel Tank Is Burned When Vapors Ignite ,"neck, face"
201148806, Worker Amputates Fingertip In Machine Accident ,"finger, ring finger"
200072908, Employee Dies From Burns After Acetone Fumes Ignite ,body
201069606, Worker Is Burned When Open Flame Ignites Acetone ,"leg, skin grafts, knee, back"
201167616, One Employee Dies  Two Are Injured In Paint Factory Fire ,hands
201087400, Employee Is Burned In Flammable Vapor Explosion ,
201612819, Employee Loses Consciousness When Exposed To Spray Paint ,
202338232, Two Employees Are Burned  One Dies When Acetone Ignites ,
201485042, Employee Burns Forearms When Chemical Vapors Ignite ,
201351244, Three Employees Burned When Acetone Vapors Ignite ,
201112737, Employee Burned When Vapors Ignite ,"face forearms, hands"
201112612, Employee Hospitalized When Burned By Ignited Acetone ,"face, upper body"
200370609, One Employee Killed  Two Injured In Flash Fire ,
200370542, Two Employees Burned In Flash Fire On Boat ,"ear, right arm, face, face neck"
200120319, One Employee Killed In Spray Booth Explosion And Fire ,
201402831, Employees Injured During Explosion ,body
201111648, Three Employees Injured When Acetone Vapors Ignited ,hand
202545240, Employee Is Caught By Fallen Trellis  Suffers Fractures ,chest
202471850, Employee Is Burned While Operating Cutting Torch ,"face neck anterior torso, arms neck"
202627550, Employee Is Killed By Falling Pipe ,"upper torso, back"
202089660, Employee Is Injured In Explosion ,"face, head, back"
200515229, Employee Is Killed When Crushed Under Collapsed Wall ,
200381002, Employee Is Severly Burned In Explosion ,"arm, face neck chest"
202552188, Employee Is Burned While Using Acetylene Torch ,"body, left arm, arm"
200644904, Worker Using Cutting Torch Is Killed When Tank Explodes ,body
202455911, Employee Is Injured In Fall From Scissor Lift ,
202573705, Two Employees' Faces Are Burned When Motor Oil Ignites ,"face, hands"
200841815, Employee Dies After Fall Through Floor Opening ,"face, neck injuries"
201022225, Employee Is Injured When Struck By Metal Door ,"knees, legs"
202489258, Employee Receives Burns Using Cutting Torch ,arm
201562261, Employee Contacts Torch Flame  Is Burned  Later Dies ,
200555605, One Employee Is Killed And Injured In Explosion ,"hand, face, back"
202467858, Employee Receives 2nd And 3rd Degree Burns From Flash Fire ,"hands arms, chest area, thumb, body"
202529343, Employee Is Burned While Cutting Top Off Drum ,"body, face, torso arms, face."
201702628, Employee Is Killed In Fire In Water Tank Truck ,
200103190, Employee Is Burned By Acetylene Explosion ,"face, hands"
200531903, Employee Is Crushed And Asphyxiated By Falling Rail Car Wall ,
201126406, Employee Burned When Natural Gas Line Ignites And Explodes ,
201089182, Employee Is Killed In Explosion ,
201954971, One Employee Dies  One Is Injured In Tire Explosion ,
201078409, Employee'S Fractures Leg When Acrylic Glass Panel Collapses ,"leg, right leg, chest"
201953429, Employee Killed In Explosion Of Charge Tank ,
200080265, Employees Evacuated Following Spill In Polymerization Unit ,
946731, Chemical Spill  No Injuries ,
14461636, Intoxicated By Acrylic Monomer ,
202546461, Employee Falls Off Ladder  Injures Back And Pelvis ,"feet, back"
201623766, Employee Is Struck And Killed By Falling Highway Board Sign ,
201045069, Worker Suffers Fracture In Fall While Removing Casino Sign ,
315964536, Electric Shock ,
200714335, Employee Is Killed In Fall From Billboard ,
202614012, Employee Fractures Leg In Fall Off Guardrail ,"tibia fibula, heel, feet"
202542627, Employee Is Exposed To Toxic Fumes ,
200713980, Employer Is Killed While Erecting Billboard ,
202599973, Employee'S Wrist Is Fractured In Fall From Ladder ,
202601282, Employee Is Injured In Fall From Ladder ,"feet, multiple chin"
102269925, Employee Is Injured In Aerial Lift Collapse ,"face, fractured vertebra."
202449898, Employee Is Injured In Fall From Storefront Awning ,"unspecified body part, feet"
202080222, Employee Is Killed By Fall And Impalement ,feet
202517009, Employee'S Fingertip Amputated By Falling Toad Sign ,right hand
201183878, Worker Seriously Injured By Contracting Boom ,face
200023273, Employee Is Killed In Fall From Billboard Ladder ,face
201088705, Employee Is Injured In Fall From Mobile Stair ,
200032803, Employee Electrocuted While Painting Outdoor Sign ,
200603355, Employee Is Killed In Fall From Aerial Ladder ,
201353208, Employee Is Killed In Fall From Billboard Catwalk ,feet
201079605, Employee Is Killed When Struck By Tree Limb ,"blunt force trauma head injuries, forehead, head, back"
200376655, Employee Is Struck And Killed By I,"Hi-Lo arm swung, arm, back, chest, neck area, head neck"
200376549, Employee Falls And Is Killed When Struck By Forklift ,head
200515914, Three Workers Are Injured When Struck By Collapsing Trusses ,"face., leg fractures"
201408671, Painter Falls From Lift  Injures Head  And Dies ,
201129889, Worker'S Face Is Crushed Between Scissor Lift And Pipe ,face
200626950, Supervisor Is Ejected From Aerial Lift And Killed In Fall ,
200376374, Tree Worker Is Killed When Tree Falls Into Aerial Lift Boom ,"back cut, horizontal face, feet, proper face cut, face cut"
202556452, Carpenter Sustains Laceration When Saw Kicks Back ,left hand
170784722, Employee Suffers Leg Injury In Basket Lift Incident ,"leg, tissue, right knee, tibia"
201498094, Employee Falls From Aerial Manlift ,"feet, severe head injury"
201079027, Employee Gets Finger Amputation ,left middle finger amputation
202588711, Employee Falls From A Roof ,feet
200075323, Employee Is Killed When Lift Bucket Falls Into Creek ,
202556726, Drywall Installer Falls From Scissor Lift And Injures Head ,"head injury, forehead"
202570321, Two Employees Receive Electric Shock  One Is Killed ,
202544979, Worker In Aerial Lift Amputates Tip Of Index Finger ,left index finger
202654323, Employee Suffers Multiple Fractues In Fall From Scissor Lift ,
202637138, Employee Installing Light Fixture Is Electrocuted ,
202657862, Worker'S Ankle Is Fractured When Aerial Lift Falls Into Pit ,
202522462, Employee'S Arm Fractures Between Truck'S Lift And Bucket ,"left arm, arm"
200213098, Employee Is Killed When Thrown From Aerial Work Platform ,
200571636, Electrician Is Electrocuted While Removing Fixture ,
201925344, Employee Dies When Pinned Inside Aerial Lift Platform ,
200103778, Employee Is Killed When Pinned By Aerial Lift ,
200813103, Worker Is Killed In Fall From Bucket Of Aerial Lift ,feet
202607982, Workerr Contacts High Voltage Line  Gets Shocked And Burned ,hands
202089090, Employee Is Killed In Fall From Aerial Lift ,
200677805, Employee Dies When Crushed By Aerial Lift ,
171044969, Lineman Tree Trimming Is Electrocuted By Overhead Power Line ,
202472338, Employee Killed When Crushed Between Aerial Basket And Wall ,
200151249, Employee Killed When Crushed Between Lift Controls And Beam ,
202501458, Two Injured When Caught Between Boom Basket And Wall ,"heads necks, face, shoulders"
202446191, One Employee Killed  One Injured When Caught By Lift Basket ,"neck, chest"
200603538, Employee Is Killed When Pinned By Aerial Lift ,
201923901, Employee Installing Beam Is Pinned In Aerial Lift And Killed ,
201488897, Employee Is Asphyxiated While Working From Aerial Lift ,
201352788, Employee Killed When Caught Between Lift Rail And Ceiling ,
170761514, Employee Is Killed When Pinned In Aerial Lift ,
201352663, Employee Is Killed While Working In Aerial Lift ,
202458832, Farm Worker Falls In A Depresion In A Field  Fractures Leg ,leg
200515997, Worker Run Over While Servicing A Piece Of Farm Equipment ,
200516003, Racehorse Kicks Horse Groomer  Who Later Dies From Injuries ,chest
202675674, Worker Injured When Utility Vehicle Crashes Into Ag Tractor ,head trauma
202615043, Tractor Operator Is Crushed And Killed In Tractor Roll,
202692141, Worker Slips And Falls While Mopping Floor  Suffers Fracture ,
202458618, Grape Farm Worker Fractures Arm While Dismounting Tractor ,right humerus
202692562, Dairy Truck Driver Burns Eyes When Sprayed With Acid ,
202692380, Trailer Fire Causes Burns To Upper Body Of Worker ,upper body
202458568, Worker Suffers Heat Illness While Removing Almonds From Tree ,
202657466, Roof Truss Falls And Kills Worker At Dairy Farm ,"head, traumatic head injuries"
202458279, Employee Is Found Dead In Truck From Drug Overdose ,
202654612, Employee Falls Sick While Picking Lettuce ,
202556361, Employee Falls Ill While Collecting Almonds ,
202691580, Laborer Punctures Arm On Tree Branch In Fall From Ladder ,"right arm, arm"
202692166, Worker Sustains Fracture When Struck By Forklift ,"ankle, foot"
202523833, Farm Worker Sustains Fractures From Fall Or Being Run Over ,"feet, fractured ankle"
201498243, Employee Is Injured Falling From Ladder ,neck
202686580, Employee Dies From Preexisting Condition ,
201498201, Worker Falls From Barn'S Roof And Fractures Neck ,
200515849, Employee Is Crushed By Van And Killed ,
200626927, Employee Falls While Lifting Equipment  Later Dies ,feet
201078961, Employee Falls From An A,"back side, right thumb hand, neck, feet, head"
202509840, Employee Falls From Fixed Roof Ladder  Sustains Fractures ,"feet, feet distance"
202587895, Hvac Installer Is Seriously Injured In Fall From Roof ,"collar bone, fractured spine"
202587986, Maintenance Worker Fractures Leg In Fall From Ladder ,"left leg, left foot"
200042109, Technician Dies Of Pulmonary Embolism After Fall From Ladder ,"feet, head"
202478640, Worker Fractures Ribs And Leg In Fall From Ladder ,feet
202653960, Employee Amputates Fingertip In Fan Belt ,"hand, right thumb injury"
202655080, Employee Amputates Finger Between Handle And Slot Edge ,"right ring finger, pinkie finger"
202493094, Employee Faints In Non Air Conditioned Kitchen ,
202471041, Worker Falls Through Skylight And Is Killed ,"body, feet, foot"
202457644, Hvac Mechanic Is Severely Injured By Rotating Shaft ,"head face, ear lobe, back part, shoulders"
200452894, Electric Shock ,
202553525, Worker Amputates Fingertip While Servicing Air Conditioner ,
200171080, Electric Shock ,
200556546, Electric Shock ,
202561254, Employee Is Electrocuted After Contacting Heater Coils ,
201494978, Employee Fractures Leg When Struck By Falling Equipment ,femur fracture
200264091, Employee Is Killed In Fall From Height ,
202531273, Employee Is Exposed To Psyllium Dust  Suffers Asthma Attack ,
201496809, Employee Is Killed From Ammonia Release ,
202081337, Workers Are Overcome By Carbon Monoxide Poisoning ,
202561353, Employee Is Exposed To Anhydrous Ammonia ,
200041911, Employee Is Killed When Exposed To Airborne Fungus ,
200831634, Employee Is Sickened By Atmospheric Hazards In Trench ,
202005492, Employee Is Asphyxiated By Freon ,
202601936, Employee Is Exposed To Cleaning Agent  Later Dies ,
200074615, One Employee Is Killed  Two Hospitalized In Manhole Accident ,
200998474, Five Employees Are Over Exposed To Carbon Monoxide ,
201925179, Employee Is Killed When Asphyxiated In Oil Storage Tank ,
200533438, Sixteen Employees Are Exposed To Ammonia Release ,
200625614, Employee Is Asphyxiated By Heptane ,
202520045, Employees Are Exposed To Carbon Monoxide  No Fatalities ,
200074367, Employee Is Asphyxiated By Carbon Monoxide Exposure ,
202541322, Two Employees Are Burned When Flammable Vapors Explode ,upper bodies
200831469, Hydrogen Sulfide Overexposure Kills Three Workers ,
202585857, Employee Is Injured By Air Freshener ,
202585808, Employee Is Injured By Air Freshener ,
202506952, Employee With Lung Condition Is Possibly Exposed To Mold ,
201497252, Employee Fractures Leg When He Tripped Over Air Hose ,upper left leg
202587929, Employee Suffers Fractures When Blown Into A Forklift ,"fibula, right tibia"
200535250, Employee Amputates Finger On Food Product Auger ,"index finger, right hand"
202081329, Worker Injured When Puleed Into A Moving Cotton Card Machine ,"right arm, arm"
202543633, Employee Is Shot And Injured By Nail Gun ,"finger, safety finger, nail"
202457347, Employee'S Finger Is Fractured By Moving Machine Part ,right index finger
202553251, Employee'S Fingers Are Lacerated By Band Saw ,"bones, hand, gloved hand, middle finger, little fingers"
202521688, Employee'S Finger Is Injured When Caught By Valve ,finger
200902476, Employee Is Killed While Cleaning Machine ,
202468609, Worker Amputates Finger When Butterfly Valve Closes ,"right hand, ring finger"
201693355, Employee'S Hand Is Injected With Paint ,left hand
200033397, Employee Is Killed When Crushed While Cleaning Paper Baler ,
202467486, Employee'S Finger Tip Is Amputated In Liquid Filling Machine ,finger
201693108, Employee Is Injured In Trip Over Air Hose ,feet
201184611, Employee Amputates Finger With Pneumatic Crimping Tool ,left middle finger
202079950, Employee Is Struck By Air Hose  Suffers Lacerations ,
201702594, Employee Is Caught In Conveyor  Sustains Lacerations ,"hand, arm"
202517884, Employee Injures Eye While Using Air Hose ,right eye
200532463, Employee'S Finger Is Amputated By Chain And Sprocket ,left ring finger tip
201694676, Employee Lacerates Hand When Tire Explodes ,"right hand, back"
201497187, Employee'S Fingers Are Amputated When Caught By Conveyor ,"fingers, air lock veins, left hand"
202555082, Worker'S Fingertips Are Amputated When Punch Press Cycles ,hands
200535060, Worker'S Fingertip Is Amputated When Punch Press Activates ,"left hand caught, middle finger"
202089595, Worker Dies After Being Struck By Compressed Air Valve ,
200452688, Worker Is Asphyxiated In Fall Into Trailer Of Cotton Seed ,
200644664, Employee Is Pinned Under And Drug By Truck ,
202550471, Employee Amputates Finger On Moving Valve ,"finger, right middle finger tip"
202488003, Employee Amputates Fingertip In Pneumatic Pruner ,"left right finger, head, finger tip"
201508561, Worker Amputates Thumb In Air,"left thumb, bone loss"
201043171, Employee Lacerates Arm And Face When Tire Expodes ,"right arm, face"
202447033, Employee Is Injured When Tire Explodes ,
201923976, Employee Dies After Exposure To Chlorine ,
201561792, Employee Dies From Exhaust Flowing Into Breathing Apparatus ,
201069994, Employee Suffers A Fractured Pelvis In Crane Accident ,crushed pelvis
200373793, Employee Is Killed When Caught In Debarking Machine ,"head, back"
202340873, Carpenter Falls From Bridge Pier And Drowns ,"head, fifteen feet deep"
200675544, Employee Dies Of Carbon Monoxide Exposure ,
200554012, Diver Is Killed When Pulled Into Boat Propeller ,
200840916, Employee Dies From Asphyxiation ,
201922648, Two Employees Die Of Asphyxia In Undersea Oil Rig ,
200271013, Employee Injured By Nitrogen Inhalation ,
123276610, Employee Dies From Asphyxiation ,feet
202013355, Employee Dies From Asphyxiation While Sandblasting Steel ,
200021830, Employee Suffers Asphyxia After Inhaling Nitrogen ,
14225049, Employee Dies Of Apparent Heart Attack After Spray Painting ,heart attack
201792710, Three Employees Fall Unconcious ,"face, forehead, nose, respirator face piece"
200620524, Employee Dies Of Carbon Monoxide Exposure ,
201570173, Employee Asphyxiated In Spray Booth ,
14318000, Employee Dies Of Asphyxia In Oxygen,
14370985, Employee Killed After Overexposure To Pure Nitrogen ,
956029, Commercial Divers Die Of Carbon Monoxide Inhalation ,
14423842, Employee Dies Of Asphyxia From Argon Exposure ,
967729, Employee Dies Of Asphyxia When Nitrogen Is Fed To Respirator ,
202220836, Two Employees Die From H2s Exposure In A Confined Space ,
200054047, Employees Are Overexposed To Carbon Monoxide ,
202477055, Employee Is Injuried When Burned In Underground Fire ,
201925211, Employee Is Exposed To H2s  Dies From Possible Heart Attack ,
202080198, Three Teachers Hospitalized After Carbon Monoxide Exposure ,
200532687, Employee Found Unresponsive In Grain Elevator Dies ,
200631596, Two Employees Become Ill From Unknown Exposure ,lips
201042942, Two Employees Killed  One Injured After Entering Manhole ,face
837906, Seven Employees Overcome By Carbon Monoxide ,
171059223, Two Employees Die Of Asphyxia In Asphalt Tanker ,
201053782, Carbon Monoxide Exposure Leads To Employee'S Fainting ,
201630712, Employee Dies From Asphyxiation ,
200230258, Two Employees Injured In Separate Propane Explosions ,"hands arms, hands, head"
896365, Employee Dies Of Asphyxia In Manhole ,
14398473, Two Employees Die In Chemical Tank ,
855957, Employee Dies Of Asphyxiation In Chemical Tank ,
201497708, Employee Catches Thumb In Machine And Is Amputated ,"right thumb, thumb"
170627483, Machine Operator Amputates Finger While Working On Mold ,"small finger, right hand"
202555538, Machine Operator Is Caught When Machine Actuates ,"finger, right hand, middle finger"
202522876, Employee Suffers Face Lacerations When Truck Tire Explodes ,face
202493391, Employee Fractures Hand When Tire Being Mounted Ruptures ,"right hand, right hand., Hand Surgery Center"
202634648, Employee Is Injured When Struck By Jack Ram ,"shoulder, chest region, chest"
202634606, Employee'S Leg Is Lacerated Struck By Object ,"left leg, leg."
202477261, Employee'S Finger Is Crushed By Air Vent Press ,index finger
201639887, Employee Is Burned While Cleaning Seperation Tank ,
201354073, Employee Is Crushed By Industrial Truck ,head
201509593, Flight Instructor Is Hospitalized In Wind Tunnel Accident ,
202080271, Employee Is Injured After Struck By Shattered Guard ,"body, face, head"
201345188, Worker Making Irrigation Pipe Is Killed By Pressurized Plug ,"forty-five feet, feet, chest"
307050666, Employee Is Killed When Pressurized Drum Explodes ,
200041481, Employee Dies After Being Struck By Well Valve Assembly ,
202449542, Employee Is Killed While Repairing Truck ,chest
200651529, Employee Is Killed When Struck In The Head By Tire Rim ,"serious head injury, head"
201391877, Employee Is Killed When Struck By Press Roll End Cap ,
202288940, Employee Is Stuck In Air Return  Suffocates And Is Killed ,
202362570, Explosion Results In Employee Leg Amputation ,"left leg, right leg, knee"
200072809, Employee Is Burned Fighting Fire After Air Tank Explosion ,right hands
202317335, Employee Killed When Caught Between Crane Structure And Beam ,
200001030, Employee Killed In Fall While Working On Air Handling Unit ,
674853, Employees Lacerated By Pieces Of Exploding Air Receiver ,"broken fingers, hand, forehead"
772491, Employee Killed When Head Struck By Flying End Plate ,"body, brain, skull, head"
14400600, Air Receiver Exploded  Killing Employee ,
14198238, Air Receiver Ruptured; End Piece Struck And Killed Worker ,TANK END PIECE CAME OFF UNDER PRESSURE AND STRUCK THE EMPLOYEE IN THE NECK SEVERING HIS SPINAL CORD
14550008, Compressed Air Tank Exploded ,
316345909, Employee Fractures Ankle When Part Of A Window Frame Drops ,foot
202539854, Employee Falls Down Shaft  Suffers Contusions ,
126090455, Employee'S Fingers Are Amputated In Machinery ,"finger, back facing space rag, back pocket, fingers, right hand"
200673747, Employee Killed In Fall From Air Shaft ,
171060759, Employee Injured By Fall Into Vertical Air Shaft ,
200851673, Employee Killed In Fall Through Skylight Down Hvac Shaft ,
200851509, Employee Killed In Fall Down Hvac Duct ,
200880300, Employee Killed In Fall Down Shaft ,
170081459, Employee Killed In Fall To Bottom Of Air Intake Shaft ,
170585376, Employee Injured In Fall Through Metal Grate Over Air Shaft ,
170585657, Security Guard Injured In Fall Into Hotel Shaft ,foot fractures
170178677, Employee Breaks Both Legs In Fall Down Shaft ,"feet, hands, legs"
14397657, Employee Dies In Fall Through Air Duct ,
170055289, Employee Hospitalized After Fall From Air Shaft ,
