id,title,summary,3,4,5,6,7,occupation
202079570,Eight Employees Are Exposed To Chemical Vapor Release,Eight employees were exposed to a chemical vapors released after a metal shear  cut into an old acetylene cylinder at a metal recycling scrap yard. Employee  #1 was using a grapple attachment on a mobile crane to pick up and separate  scrap metal longer than three feet so that Employee #2 could then use a  hydraulic metal shear attached to the end of an excavator to shear the longer  pieces into pieces of three feet or less. Employee #1 separated out three  compressed gas cylinders which Employee #2 proceeded to shear into shorter  pieces. As Employee #2 was shearing one cylinder  it released a vapor into the  air. Breathing the substance (probably a mixture of acetylene and acetone)  resulted in some upper respiratory irritation as well as burning and watery  eyes. Eight workers were decontaminated by the hazmat team and were  transported to the local hospital where they were evaluated  treated  and  released. All eight workers returned to the workplace the same day.,vapor  chemical vapor  overexposure  shear  cylinder  mobile crane  acetone  respiratory tract  eye,3 312604093   Non Hospitalized injury Other Machinery maintenance occupations,,,,
201351244,Three Employees Burned When Acetone Vapors Ignite,Employees #1 through #3 were cleaning and detailing a boat that was in the  last stage of manufacturing. Employees #1 and #2 were in the cabin of the  boat  and Employee #3 was in the back cockpit; all were cleaning with acetone  contained in quart-sized containers. When Employee #1 started up an electric  vacuum cleaner  it apparently ignited the acetone vapors in the air of the  cabin  resulting in a flash fire. All three employees sustained burns  for  which they were hospitalized.,acetone  flammable vapors  cleaning  explosion  fire  burn  work rules  cleaning fluid  ventilation,3 302738182   Hospitalized injury Burn/Scald(Heat) Occupation not reported,,,,
201111648,Three Employees Injured When Acetone Vapors Ignited,At 9:15 p.m. on January 11  1999  a serious injury accident occurred at a  metal products manufacturing facility. Three employees were temporarily  reassigned from their regular jobs to prepare a concrete floor for a new  production area or room. This involved removing the old tile and some  carpeting. Two employees were working inside a smaller room  located within  the large room  and were having difficulty in removing old adhesive from the  floor. It was decided to use acetone as a solvent to remove the adhesive.  While scrubbing the floor with an electric buffer  the acetone vapors ignited.  Employee #1 and Employee #2 were seriously burned and hospitalized for special  treatment. Employee #3  who was working outside of the small room  burned his  hand while assisting his coworkers. He was not hospitalized.,fire  burn  acetone  vapor  glue  hand,3 126024728   Non Hospitalized injury Burn/Scald(Heat) Painting and paint spraying machine operators,,,,
200515914,Three Workers Are Injured When Struck By Collapsing Trusses,At approximately 7:15 a.m. on September 20  2013  Employees #1  #2  and #3   employed by Nor-Son Inc.  were performing exterior carpentry work at a  building construction site. Each was working in the basket of one of three  scissor lifts. The building's roof trusses collapsed  struck the three scissor  lifts  and knocked the scissor lifts to the ground with the workers still in  the baskets. Emergency services were called  and the three employees were  transported to the hospital. All were hospitalized. Employee #1 was treated  for leg fractures. Employee #2 was treated for a fractured chest. Employee #3  was treated for lacerations to the face.,construction  carpenter  aerial lift  falling object  truss  collapse  face  leg  chest  fracture,1 317320356   Hospitalized injury Fracture Occupation not reported FallDist: 24FallHt:24Cause: Exterior carpentryFatCause: Fall from/with structure (other than roof),,,,
200998474,Five Employees Are Over Exposed To Carbon Monoxide,On November 11  2010  five employees of Gibson County Area Rehabilitation  Centers  Incorporated  were working in or near the Industrial Services Area on  a forklift. The combination of operating an improperly maintained forklift   inside an area with little to no air ventilation  caused all the employees to  be exposed to vast concentrations of carbon monoxide (CO). Two of the five  employees lost consciousness while working in the Industrial Services Area.  All of the employees were transported to Gibson General Hospital  where blood  draws were taken to determine each employee's blood gas levels  including the  percentage of carboxyhemoglobin (COHb) present in each employee's blood. It  was determined that the employees had COHb levels  ranging between 6.1 and  23.3. All five of these employees were diagnosed with CO toxicity/poisoning.  They were given 100 percent oxygen for several hours to lower their COHb blood  levels and kept overnight for observation.,carbon monoxide  ventilation  air contamination  inadequate maint  toxic atmosphere  oxygen deficiency  unconsciousness,3 314740002   Hospitalized injury Poisoning(Systemic) Assemblers,,,,
200533438,Sixteen Employees Are Exposed To Ammonia Release,At approximately 10:50 a.m. on March 26  2010  Employees #1 through #16   mostly working in the Slice Department  were exposed to anhydrous ammonia.  Approximately 300 employees were evacuated from the plant. Other employees  were decontaminated on-site by the county hazardous material responders.  Thirty (30) gallons of anhydrous ammonia  used as a refrigerant  leaked from a  fractured back flow regulator  Refrigerating Specialties Co.  Model A4A. The  liquid ammonia pooled on the roof and then flowed to the storm sewer drain.  The storm sewer drain  made of polyvinyl chloride material  was cracked and  released ammonia into the Slice Department. Employees #1 through #16 were  taken to the hospital and treated with oxygen for breathing  albuterol inhaler  for asthma  and eye washing. Employees #1 through #16 were not hospitalized.,air contamination  anhydrous ammonia  leak  chemical  evacuation  inhalation  eye  current leakage  drain pipe  emergency response,3 314440561   Non Hospitalized injury Burn(Chemical) Hand packers and packagers,,,sixteen employee,sixteen employee
201792710,Three Employees Fall Unconcious,"On September 26  1999  Employee #1  Employee #2  and Employee #3 were  participating in a training drill. All three employees were assigned to the  decontamination team  which is responsible for decontaminating hazardous  materials response members. The team was suited in level B protective gear and  was utilizing Self Contained Breathing Apparatus. The team was using a ""buddy  breather"" system  which allowed the team to switch from breathing air from a  cylinder to an airline drawing air from Air Utility-21 air tanks. The Air  Utility-21 airline system consisted of 300 ft of Synflex hose (an internal  part of system)  a manifold  and three separate 75-ft portable Gates Premoflex  airline hoses. The manifold was capable of splitting the compressor's airlines  into five 50-ft lines; however for the purpose of this drill  three 75-ft  lines were used. Employee #1 was the first of the three team members to switch  to breathing air from the Air Utility-21 airline. Employees #2 and #3 switched  onto the airline a few seconds later. Employee #1 reported that after  approximately 10 seconds  he began to feel dizzy. Employee #1 stopped and bent  over to rest and informed Employees #2 and #3 to suit-up. Employee #1 recalls  walking away from Employee #2 and #3  stumbling and tripping. Employee #1 then  fell  face-forward  onto the floor  but does not remember this. The impact of  Employee #1's fall resulted in a laceration to his nose and forehead caused by  the impact of his face hitting his respirator face piece. This injury required  stitches. The next thing Employee #1 remembered was being aware of firemen  picking him up and providing him with first aid. Employee #2 connected to the  airline after Employee #1. Employee #2 recalls that after approximately two  breaths  he began to feel dizzy and thought that he may have stood up to  quickly which he reasoned was the cause of his dizziness. After a dozen more  breaths  Employee #2 felt lightheaded  nauseated  dizzy  and had hazy vision.  Employee #2 then looked towards Employees #1 and #3 to see what they were  doing and disconnected himself from the airline. Employee #2 took a few steps  towards Employee #3 and yelled at him to ""go off air."" Employee #2 then  realized Employee #1 was down on the floor. Employee #3 switched over to  breathe air off of the airline shortly after Employee #2. After one or two  breaths  Employee #3 recalls having difficulty with his manual dexterity   having a hard time attaching a hook that holds his breathing apparatus  and  felt that he had tunnel vision. After approximately 10 seconds of breathing  air from the airline  Employee #2 yelled at him to disconnect himself from the  airline. Employee #3 disconnected from the airline  estimating that he had  breathed air from the line for no more than 15 seconds. At this time  he  noticed that Employee #1 was on the ground. Paramedics were present at the  drill and took the vitals of all three team members and placed them on oxygen  for 20 minutes. All three employees were then taken to the hospital and  treated but not hospitalized.",unconsciousness  laceration  dizziness  scba  oxygen deficiency  firefighter  compressed air  air line  air line respirator,3 120258371   Non Hospitalized injury Cut/Laceration Firefighting occupations,,,,
202614525,Three Empoyees Exposed To Ammonia Leak Are Not Injured,On August 13  2012  three employees  with Pasco Corporation of America  were  in an area with an ammonia leak in the mezzanine service corridor. All three  employees were sent to the hospital for precautionary purposes. There were no  serious injuries.,food preparation  ammonia  leak,,,,,
200360915,Six Employees Hospitalized Following Ammonia Release,On May 31  2012  Employees #1 through #6 were working for the Smithfield  Packing Company  Inc. The narrative did not state their occupations. When an  evaporator that had been deactivated was mistakenly activated by a worker   approximately 68.5 pounds (31 kilograms) of ammonia were released on an  overhead catwalk. Employees #1 through #6 inhaled the fumes  and they were  transported to a hospital. Employee #1 was not hospitalized  but Employees #2  through #6 were. The narrative did not specify whether the inadvertent release  of the ammonia was caused by a coworker or one of the six employees who were  injured.,refrigerator  refrigerant  chemical  ammonia  pressure release  toxic fumes  chemical vapor  inhalation  lung,3 316365303   Hospitalized injury Other Occupation not reported,,,,
200514610,Three Employees Are Exposed To Ammonia Release,On January 15  2008  Employees #1 through #3  located in a workroom of Jbs  Swift & Company  were exposed to anhydrous ammonia. Eighty (80) pounds of  anhydrous ammonia  used to operate an Evapco evaporative cooler (hog cooler)   leaked from a ruptured drain. All three employees were hospitalized.,anhydrous ammonia  chemical burn  inhalation  leak  chemical vapor  air contamination  toxic atmosphere  rupture  equipment failure  lung,3 311765077   Hospitalized injury Burn(Chemical) Butchers and meat cutters,,,,
201690070,Six Employees Injured When Exposed To Anhydrous Ammonia,On March 21  2001  425 pounds of anhydrous ammonia was released at a printed  circuit board manufacturing facility. The anhydrous ammonia release was caused  by an over-pressurization of the tank when the heating unit failed to  shutdown. The heating unit is used to vaporize the liquid ammonia into a gas.  On the day of the accident  a total of 23 employees were exposed to anhydrous  ammonia. Employees #1  #2  #3  and #3 were treated for burns  but were not  hospitalized for their injuries. Employee #5 and #6 were treated for chemical  burns  but were not hospitalized. The remaining 17 employees were taken to the  hospital for observation only and were released that same day. All of these  employees received exposure to ammonia during the evacuation of the buildings.  None of the employees were working near or at the ammonia tank and no  employees participated in Emergency Response.,chemical vapor  anhydrous ammonia  inhalation  tank,3 125990432   Non Hospitalized injury Other Inspectors  testers and graders,,,,
202079026,Four Employees Are Intoxicated By Leaking Argon,At approximately 5:40 pm. on October 17  2007  a wiring employee came to a  press brake to get more pieces from Employee #1  a press operator. Employee #1  turned and put down a piece  collapsed to the floor  and experienced  convulsions. The wiring employee panicked and asked the laser operator for  help. The laser operator cleared the area. As he stood from the kneeled  position  he also became lightheaded and lost consciousness momentarily. All  employees were then evacuated by the shift supervisor per their emergency  action plan. It occurred that six argon tanks were being stored on the inside  wall of the 47 000 square ft building  approximately 55 ft from the press  brake department  with one tank supplying the building's system line for  welding operations throughout the facility. Two other employees in the  immediate area of the argon tanks also experienced lightheadedness and were  transported to the hospital with the aforementioned as a precautionary  measure. The Technical Sales representative from National Welders responded to  the scene and tested for oxygen deficiency. He tested the system line at 100  psi  which revealed no leaks and suggested that the tank connected to the  supply line released gas from the relief valve due to back pressure from the  line. The Manufacturing Engineer confirmed that two tanks were found leaking.  One of the tanks was completely emptied over the span of a week  while the  other was still leaking three weeks from the incident. Each tank has the  capacity to hold 471 lbs of liquid argon. Fire Department and Emergency  Medical Service cleared the scene for resumption of occupancy after finding no  oxygen deficiency present. The company removed all tanks with argon  immediately after the incident. Four tanks were placed along the outside wall  and two leaky tanks were put approximately 70 yards from the building. The  company reconnected the tank to the supply line by drilling through the wall.  They also ordered oxygen sensors to be placed throughout the facility and  connected them to the company's alarm system.,press brake  press operator  fall  tank  argon  leak  intoxicated,,,,,
200120640,Ten Employees Injured By Carbon Monoxide Exposure,Employees #1 through #10 were engaged in asbestos abatement work at a Sears  retail store in a shopping mall. They were inside a 6 000 square foot  containment with 14 foot ceilings  using a propane-powered floor scraper to  remove the two layers of flooring and most of the mastic from the concrete  subfloor. One employee was driving the scraper while others sprayed a wetting  agent and shoveled the flooring into bags. After using the floor-scraping  machine for approximately 3 hours  the employees began to experience nausea  and dizziness. Emergency Services was called and all ten workers were  transported to the hospital for evaluation and treatment. Their highest  blood-gas readings were in the low 20s  but none suffered permanent injury.  Two 2 000-cubic-foot-per-minute negative air machines were being used to  evacuate air from the containment. The floor scraper was a Terminator 2   manufactured by the Innovatech Products and Equipment Company. It was designed  to emit 40 parts per million of carbon monoxide at the tailpipe  but testing  during the inspection showed that it was emitting 10 000 parts per million.  The employer had been performing all maintenance on the Terminator 2 in-house   and he did not use an exhaust gas analyzer when tuning the engines  as  required by the manufacturer.,construction  asbestos removal  nausea  carbon monoxide  ventilation  work rules  exhaust fumes  inhalation  maintenance  chemical vapor,1 122411754   Hospitalized injury Poisoning(Systemic) Construction laborers FallDist: FallHt:Cause: Interior tile work (ceramic  vinyl  acoustic)FatCause: Asphyxiation/inhalation of toxic vapor,,,,
170151468,Ten Employees Overexposed To Asbestos During Removal,On or about June 6  1995  to July 27  1995  at Northridge Peppertree  Condominiums in Northridge  CA  Employees #1 through #10 were exposed to  asbestos during removal of approximately 1 660 square feet of friable  acoustical asbestos ceiling material. The employees were without protection.,construction  asbestos removal  asbestos  ppe  work rules  overexposure  dust inhalation,3 120080312   Non Hospitalized injury Cancer Helpers  construction trades,,,,
202064325,Three Employees Are Burned In Confined Space Incident,At approximately 1:00 a.m. on October 29  2010  Employee #1  #2  and #3 were  working inside a permit-required confined space for the purpose of removing  accumulated fly ash during a scheduled outage at the TVA Paradise Fossil  Plant. The three employees were standing at the base of a large pile of hot  fly ash that was 30 feet tall. They were using shovels to move the ash to a  vacuum hose connected to a vacuum truck on the ground  five stories below. The  ash pile avalanched and struck all three employees in the space. There was no  attendant outside the space and no rescue assistance immediately available.  Employee #1  #2  and #3 performed a self-rescue and initiated the emergency  response system after they exited the space. All three employees were  hospitalized in the Vanderbilt Burn Center.,confined space  ash  burn  foot  ankle  arm,3 301511143   Hospitalized injury Burn/Scald(Heat) Laborers  except construction,,,,
202654976,Three Employees Sustain Burns Opening Pressurized Chamber,At approximately 11:47 a.m. on November 13  2013  three employees (production  associates) with Tesla Motors  Inc.  sustained burns  when the pressurized  chamber of a Low Pressure Die Cast Machine was opened. Pressurized molten  aluminum spilled out  causing burns on all three employees. All three  employees were transported to medical care facilities and hospitalized for  treatment.,furnace  kiln  die casting machine  spill  molten metal  burn  automobile,3 317216729   Hospitalized injury Burn/Scald(Heat) Furnace  kiln and oven operators,,,,
200631612,Three Employees Burned In Flash Fire Removing Bearing,At 10:50 a.m. on July 19  2007  three millwrights and their supervisor were  removing a bearing from a gear box that had seized up. Employee #1 was using a  cutting torch that used oxygen and natural gas to heat up the bearing cage in  front of the bearing so it could be expanded enough to allow the bearing to be  pulled out. Employee #2 was acting as a fire watch  and Employee #3 and their  supervisor were standing off to the side watching. A short break was taken  after the bearing cage was initially heated. Prior to heating the bearing  cage  the employees applied absorbent towels to the oil that had spilled out  of the gear box and onto the floor. The supervisor confirmed that there was  still oil inside the gear box when the torch's flame was applied to the  bearing cage. The gear oil has a flash point of 410 degrees Fahrenheit. When  Employee #1 turned his torch on again and began heating the bearing cage  a  large plume of fire shot out from the gear box and struck three of the  employees. All three were transported to a nearby hospital. Employee #1 and #2  were treated and released and Employee #3 was kept overnight for observation.,heat  flashback  gear  bearing  torch  lubricating fluid,3 309476273   Hospitalized injury Burn/Scald(Heat) Millwrights,,,,
201030673,Nine Employees Exposed To Benzene,On February 14  1997  during the shutdown/turnaround period for an unsaturated  gas plant  Delta Tech  the contractor  completed a water/chemical wash of  debutanizer tower 8C-6 and heat exchanger 8E-39. At approximately 8:05 a.m. on  February 15  1997  Employee #1 was requested by the control room of the  unsaturated gas plant to drain any water/chemical residues from heat exchanger  8E-39. Employee #1 drained the material through the heat exchanger's bottom  drain valve into the refinery's sewer. As the residue was released  it changed  into gasoline. Once the supervisor took notice of the gasoline  he attempted  to close the bottom drain valve. The valve bushing broke and Employee #1  notified maintenance that assistance was needed to close the valve.  Maintenance responded by putting in a sipe valve and tapping it into packing.  Mobil's fire brigade and its safety and emergency response team brigade were  notified and barricade the immediate area around the debutanizer and heat  exchanger. Industrial hygienists monitored the perimeter and sewer system for  benzene  with results indicating levels between 1.9 and 11.6 benzene.  Employees #1 through #9 were taken to a medical clinic for benzene testing.  Urinary phenol evaluations indicated levels that did not require additional  testing.,benzene  chemical  overexposure  chemical reaction  inhalation  work rules  toxic atmosphere  chemical vapor  air contamination  toxic fumes,3 120295951   Non Hospitalized injury Poisoning(Systemic) Miscellaneous plant and system operators,,,,
202637112,Three Employees Are Burned Due To Arc Flash/Heat,On March 13  2013  three electricians (Employee #1  Employee #2  Employee #3)   with Nlmk Indiana  sustained burns while working together at a blast furnace  and milling machine. All three employees were hospitalized. Employee #1  sustained a chemical burn  while Employee #2 and Employee #3 sustained burns  from heat.,blast furnace  burn  electric arc  chemical burn  electrician  steel  milling machine,3 316550037   Hospitalized injury Burn/Scald(Heat) Electricians,,,,
170391627,Three Employees Injured In Release From Blast Furnace,Employees #1 and #2 were working at a blast furnace when they were exposed to  a release of iron cast. They suffered lung injuries from fire and smoke  inhalation  and were hospitalized. Employee #3  a fire fighter  was  hospitalized for heat exhaustion.,smoke inhalation  fire  blast furnace  heat exhaustion  high temperature  firefighter  respiratory tract  accidental discharge  work rules  molten metal,3 302010673   Hospitalized injury Other Supervisors; handlers equip-cleaners laborers nec,,,,
170386601,Seven Employees Injured In Blast Furnace Explosion,Employees #1 through #7 were injured in an explosion near the No. 3 tap hole  of the No. 13 blast furnace. Employees #1 through #3 sustained injuries that  required hospitalization.,explosion  blast furnace  furnace,3 123981243   Hospitalized injury Bruise/Contus/Abras Furnace  kiln and oven operators,,,,
699686,Fourteen Employees Injured In Blast Furnace Area Explosion,On December 5  1995  Employees #1 through #14 were attempting to swivel a  blank into place into a 56 in. pipe. The purge for the system had been turned  off and the gas level inside the piping system had not been tested to confirm  the adequacy of the purge. An explosion occurred  followed by two additional  smaller explosions  injuring Employees #1 through 14.,blast furnace  explosion  purging  work rules,3 103272134   Non Hospitalized injury Burn/Scald(Heat) Occupation not reported,,,,
