id,title,summary,3,4,5,6,7,occupation
978593,Five Employees Hospitalized After Exposure To Toxic Fumes,At 7:15 a.m.  a molecular sieve desiccant containing 80 percent methyl  chloroform  7 percent alcohol trichlorotrifluoroethane  6 percent inhibitors  (nitromethane and 1 4-dioxane)  and 1 1-dichloroethane  was placed inside an  American Scientific Products oven (Model No. DX-38) for drying. The 120-volt  oven  operating at 220 to 230 degrees Fahrenheit  was located outside Building  #809. At 7:30 a.m.  employees within the building noticed a strange odor and  called the safety office. At 8:06 a.m.  the safety office determined that the  oven was the source of the odor. Fumes had apparently been drawn into the main  assembly and receiving inspection rooms while the oven was unattended. The  oven door was opened and a flash or flame occurred; the oven was then  unplugged and turned off. The building was evacuated at 8:30 a.m. after  several employees complained of respiratory  eye  and throat irritation. No  chlorine  hydrogen chloride  or phosgene could be detected in the oven at that  time. As a precautionary measure  35 employees (32 of the 165 main assembly  room workers and 3 of the 7 receiving inspection room workers) were  transported to the hospital for observation and evaluation. Based on their  symptoms or previous medical conditions  five employees were hospitalized for  observation. The lack of proper air-drying procedures before oven drying was  among the factors causing the accident.,methyl chloroform  inhalation  eye  throat  chemical  ventilation  respiratory  work rules  toxic fumes  oven,3 103789848   Hospitalized injury Other Electrical and electronic technicians,,,,
201282852,Six Employees Are Hospitalized Due To Chemical Spill,At approximately 7:30 a.m. on November 2  2007  a technician in building  Number II was conducting weld-penetration tests with a chemical solution  containing 95-percent ethyl nitric acid (70-percent concentration). An old  container of the solution in a storage can that had been stored on a bottom  shelf fell and broke when the lower shelf in the cabinet collapsed. When the  technician heard the noise he opened the cabinet to investigate. The fumes  spread throughout the work area of building Number II. The building housed 400  employees. A number of employees complained of nausea and difficulty  breathing. Twenty three employees that were exposed were transported to the  hospital. Six employees were admitted to the hospital. All were released the  next day.,asphyxiated  chemical  chemical vapor  spill  nitric acid  nausea  respiratory  respiratory tract,3 311036255   Hospitalized injury Asphyxia Occupation not reported,,,,
609230,Seven Employees Hospitalized After Exposed To Oxides,Carbon steel parts were placed in a nitric acid vat for cleaning. The parts  reacted with the acid  possibly producing oxides of nitrogen. The reaction  lasted for approximately 45 seconds. Employees #1 through #7 were exposed to  the oxides and began to complain of burning sensations in their respiratory  system and nausea. They were hospitalized for observation. No treatment was  administered to the employees and the x-rays were negative.,respiratory  nausea  nitrogen  nitric acid  chemical reaction  ppe,3 109297374   Hospitalized injury Other Occupation not reported,,,,
783720,Five Employees Hospitalized Due To Styrene Exposure,On May 31  Employees #1 through #5  material handlers  were sent to the  hospital suffering from asthma-like conditions. These symptoms occurred an  hour after an injection mold machine overheated  causing a smoke cloud to rise  in the center of the plant. The mold injection machine was molding styrene on  the opposite side of the building from the material handling area.,styrene  overexposure  overheated  molding machine  accidental discharge  smoke,3 104308549   Hospitalized injury Other Freight  stock and material handlers  n.e.c.,,,,
202478483,Employee Is Burned When Sprayed By Injection Molding Machine,"At 11:30 a.m. on May 23  2012  Employee #1  a material handler/technician  was  removing material from the hopper of an injection molding machine at WNA   Incorporated  and hot molten material sprayed out under pressure and onto his  face  shoulder  and left arm. WNA  Incorporated manufactures disposable drink  ware  dinnerware  serving ware  and cutlery. Employee #3  a technician  had  received a request from an employee to look at injection molding machine  Number 24 because it was not working. Employee #3 went over to the machine and  removed a plastic part that was stuck in the mold. Employee #1 approached  Employee #3 and told him to go to lunch and that he would take care of the  problem. Employee #1's immediate supervisor was out of town. Employee #3 was  in charge that day and was in the lunch room. The employer did not ensure that  Employee #1 was trained for lockout/tagout or trained for technician work.  Employee #1 was making an attempt to start up the machine with the help of  Employee #2. They both realized that no material was coming out the nozzle.  Employee #1 proceeded to empty the material hopper and once empty  he removed  the bolts that secured the hopper. Once the bolts were removed  he moved the  hopper to the side and realized that there was a ball of Ferco material lodged  in the screw barrel. Employee #1 made several unsuccessful attempts to remove  the ball of material. Employee #1 maintained himself on top of the screw  barrel and communicated to Employee #2 to engage the ""injection forward""  button in order to force the ball of material thru the screw barrel. At that  time  a sudden burst of Ferco material shot out thru the barrel feed throat   striking Employee #1 on his face  shoulder  hands and arms. Employee #1 was  burned and was hospitalized.",burn  face  shoulder  hand  arm  molding machine  screw conveyor  lockout  hopper  accidental discharge,,material handler technician,,,material handler technician
202692380,Trailer Fire Causes Burns To Upper Body Of Worker,At approximately 10:36 p.m. on August 1  2013  Employee #1  26-year-old male  animal caretaker with Jose D Soares Dairy Dba Joe Soares & Sons Dairy #4 was  taking a shower in a mobile home  and the water all of a sudden got cold.  Employee #1 got out of the shower to reignite water heater. When Employee #1  opened the bathroom door  he saw smoke and a fire next to the water heater.  Employee #1 went to a neighbor's house to call the fire department because the  trailer was on fire. Employee #1 returned to the trailer and went back inside  to see if he could save some important papers and suffered burns to his upper  body. Employee #1 was hospitalized due to burns from this event.,trailer  mobile home  fire  water heater  burn  agriculture  animal handler  migrant camp shelter,,animal caretaker,,,animal caretaker
202658209,Steel Bean Rolls On Employee'S Foot  Amputates Toe,"On June 13  2013  Employee #1  a water utility worker was measuring the beams  to insure the beams were in the correct location on the ground. The forklift  could place the beams in an ""I"" position. The ABI machine could only pick up  these beams in the ""H"" position  then place them in a vertical position as the  pile driving machine drives the beams into the ground. The ABI machine had one  operator  coworker #2 and a spotter  coworker #3. Employee #1walked into the  beam as it was being rolled  coworker #2 and #3 stated they saw Employee #1  getting out of the trench walking parallel to the beam at a safe distance. the  spotter then gave the ""all clear"" to flip the beam. After giving the all  clear  the spotter noticed Employee #1 go back into the beam. The spotter  tried to warn Employee #1  but he could not hear him. The beam rolled on  Employee #1's left foot. Employee #1 was hospitalized  and his large toe was  amputated.",roll-over  foot  toe  amputated  beam  trench  crushed,1 316670561   Hospitalized injury Amputation Construction trades  n.e.c. FallDist: FallHt:Cause: Trenching  installing pipeFatCause: Other,water utility worker,,,water utility worker
200376366,Two Workers Are Injured When Truck Falls Off Bridge,On May 15  2013  Employee #1  the foreman for the street light division   Employee #2  and Coworkers #3  #4  and #5  all employed by Sumter Utilities  Inc.  were removing broken aluminum light poles from the Morrison and Huger  off-ramp of the Ravenel bridge in Charleston  SC. These light poles  which had  been bolted onto the side of the bridge  had broken off and fallen into the  roadway after being struck during an accident earlier in the day. The weather  was warm and clear  with a temperature of 81 degrees. The work crew started  removing the poles at approximately 2:00 p.m.  after the police blocked off  the section of the road they were working in. They had three poles to remove  from this location. They used a 2012 Freightliner with a 2012 Altec Digger  Derrick work body  South Carolina license plate number P728016  48' boom  extended  FMCSA inspected December 2012  Equipment Number 5154  USDOT 278298.  The boom of the Digger Derrick was used to pull the damaged poles up and place  them on the rack of the truck. Employee #1  when subsequently interviewed   stated that he had been trained to always secure the boom by lowering it  completely down to the auger stow bracket before moving the truck. However  on  this occasion he left the boom elevated to approximately 5 feet  at unknown  length of extension  so that Coworkers #3 and #4 could strap the poles down in  the rack. Employee #1 said that he could not remember why he did not make sure  that the boom was secured and resting in the auger stow bracket before getting  off the operating station. Employee #1 said that all of the training he had  received had taught him to make sure the boom was secured before moving the  truck. Employee #1 and Employee #2 were in the Digger Derrick truck  Coworker  #1 was in a bucket truck  Coworker #2 was in another bucket truck  and  Coworker #3 was in a pickup truck. They all began to proceed off the bridge   travelling at a speed of approximately 30 MPH. Suddenly the boom on the Digger  Derrick truck rose up and struck the Meeting Street sign  which was 15 to 18  feet directly above the roadway and measured approximately 18 feet long by 3  feet high. The boom straightened out  and the front of the Digger Derrick  truck reared up. The Digger Derrick truck fell on its right (passenger) side  and slid 30 to 40 feet down the side of the bridge. Then the boom swung around  to the right and pulled the Digger Derrick truck off of the bridge. The Digger  Derrick truck came down on its rear and fell 30 feet to the ground below on  its left (driver) side. Coworkers #1  #2  and #3 stopped their trucks and  looked over the bridge rail. Coworker #1 saw movement in the truck and phoned  for emergency services. Then the three coworkers made their way down to the  accident site. When they arrived  the police and emergency medical service  were onsite  and the coworkers were unable to approach the truck. Employees #1  and #2 were transported to the hospital  admitted  and treated. The initial  report on injuries indicated that Employee # 1 had two fractured ribs and  fluid in his chest as well as a chipped bone in his shoulder. Employee #2 had  cuts and bruises to his face  and strains and bruises to his back  shoulder   and leg. Both employees required extensive surgeries and  at the time of this  report  had not returned to work.,construction  bridge  utility pole  digger-derrick  boom truck  unsecured  fall  rib  fracture  laceration,1 317006286   Hospitalized injury Cut/Laceration Supervisors; electricians & power transm. install. FallDist: 30FallHt:30Cause: Traffic protectionFatCause: Fall  other,foreman,,,foreman
202446563,Employee Amputated Thumb In Spiral Machine,At 4:30 p.m. on June 23  2007  Employee #1  a machine operator and laborer   had his right thumb amputated while operating a spiral machine. The employer  is a steel fabricator that manufactures cold finished steel bars from  purchased hot-rolled steel for use in highways and bridge construction.  Employee #1 was running smooth steel wire (#8 gauge wire  i.e. 0.27 inch  diameter) through the unguarded vertical guide rolls of the spiral machine  located at 60.5 inches above the floor  to bend it into a spiral shape to be  used in the construction of columns. During running  he was guiding the tail  end of the wire spool by holding it in his gloved hands. His right hand got  pulled into the moving rolls along with the wire  causing the amputation of  his thumb. Employee #1 was taken to Loma Linda University Medical Center.  Surgery was performed and Employee #1 was discharged at 11:00 p.m. the same  day.,amputated  thumb  metal wire  machine operator  caught by  bridge column,,machine operator laborer,,,machine operator laborer
202614616,Worker Is Hospitalized For Carbon Monoxide Poisoning,At approximately 5:40 a.m. on July 17  2012  Employee #1 was a member of the  sanitation crew at Townsend Farms  Inc.  an orchard in Fairview  Oregon. The  sanitation crew was cleaning the floors in the fresh market processing room.  They had started that day at 4:00 a.m. Some of the processing machine  operators were also in the room  preparing for the day. The sanitation crew's  second electric-powered pressure washer was broken  so one of the teams  decided to bring a gas-powered pressure washer into the room. A team consisted  of two workers  one spraying and one squeegeeing. The gas engine was run until  approximately 5:40 a.m. At 5:40 a.m.  Employee #1  who was wielding a squeegee  and who was the crewmember working closest to the engine  collapsed. He was  moved out of the room  and he received first aid attention. Because he had  diabetes  his symptoms were mistaken for a diabetic reaction. At 6:10 a.m. he  was transported to the hospital emergency room. He had to be hospitalized  overnight  and he received hyperbaric treatment. The carbon monoxide hazard  was not recognized at this time  and the other workers went back to work in  the room. At approximately 8:00 a.m.  the full processing crew of 20 or more  employees began to work in the room. At approximately 8:30 a.m.  members of  this crew began to experience the symptoms of carbon monoxide poisoning. The  processing operators on Line #4 were closest to the pressure washer  and these  workers were most affected by the carbon monoxide. At this point  someone  finally recognized that there was a carbon monoxide problem in the room. The  workers in the room were evacuated. At approximately 9:00 a.m.  the fire  department arrived and began transporting workers to the hospital according to  their triage protocol. In all  twenty-three workers were transported to  various local hospitals. The four workers near Line #4 had the most serious  symptoms.,agriculture  cleaning  machine--misc  gasoline  toxic fumes  carbon monoxide  inhalation  poisoning  emergency response  inadequate maint,,member,,,member
202588513,Employee Suffers Fractures When Tractor Strikes Bomb Cart,At approximately 8:00 p.m. on June 1  2013  Employee #1  a tractor driver  was  moving trailers around the terminal using tractor #825. The employee was  driving his tractor towards berth 57 from berth 58 when he did not notice  another driver in tractor #821 making a turn from an intersection between yard  1020 and 1021. The other tractor driver had already made a left turn and had  his right of way. Employee#1 did not stop or yield striking the bomb cart of  the other tractor driver. Employee #1 suffered a fractured right tibia and  fibula; lacerations on his leg and shin as a result. The employee was  transported by ambulance to the Highland Hospital  where he was treated for  his injuries. Employee #1 was hospitalized for twenty-four hours.,tractor  tractor--truck  driver  stuck  cart  fracture  tibia  laceration  leg,,tractor driver,,,tractor driver
202657250,Worker Sustains Multiple Injuries When Trench Collapses,At approximately 2:15 p.m. on March 11  2013  Employee #1  a construction  laborer employed by A.R. Pipeline  Inc.  was working as part of a six-person  crew laying pipe across a road in Agoura Hills  CA. Employee #1 and Coworker  #1 were assigned to dig by hand around gas lines in an approximately 4-foot to  5-foot deep excavation. The west side of the excavation caved in. A large  piece of slurry struck Employee #1. Coworkers #2 and #3 came and pulled  Employee #1 out of the trench. A call was placed to 911. Because Employee #1  was having difficulty breathing  an ambulance transported him to a park  from  where he was airlifted to the Ronald Reagan UCLA Medical Center. He was  admitted and treated for injuries that included multiple rib fractures to his  left and right sides  a left scapular fracture  a left pneumothorax contusion   and multiple pulmonary contusions. He required hospitalization for 11 days.  The Los Angeles Fire Department notified Cal/OSHA of this event at 3:34 p.m.  on March 11  2013. Cal/OSHA's Van Nuys Office initiated an inspection at 4:35  p.m. on March 11  2013. Interviews were conducted with Employee #1's coworkers  and supervisors. The investigation determined that A. R. Pipeline  Inc. is a  general contractor specializing in pipeline work. The company employs between  20 and 25 employees. Based on its investigation  Cal/OSHA issued a Serious  Accident Related citation for CCR  Title 8  1541.1(a); a Serious citation for  CCR  Title 8  1541(k)(1); General citations for 1509(a)  1509(c)  1512(b)   1512(c)  1524(a)(1)  1524(a)(2)  1527(a)  and 3395(f)(3); and a Regulatory  citation for CCR  Title 8  14300.29(a).,construction  pipeline  fracture  excavation  trench  cave-in  collapse  rib  shoulder  lung,1 316669308   Hospitalized injury Fracture Construction laborers FallDist: FallHt:Cause: Trenching  installing pipeFatCause: Trench collapse,construction laborer,,,construction laborer
202475000,Employee Fractures Leg When Struck By Metal Pipes,"At 12:00 p.m.   on April 3  2008  Employee #1  a 41-year-old male yard  supervisor assisted in unloading a pipe out of a rail car. His lower left leg  was caught between bundles of pipe stock placed near the railcar being  unloaded and a rail flat car. The accident occurred during the first shift as  the pipe was being unloaded from a railcar. Per company policy  Employee #1  worked with two other employees. Employee #1's job was to set the brake on the  railcar; Employee #3 was the spotter  and Employee #2 was the forklift driver  and the railcar positioner and pusher (using the forklift to hold the railcars  in position). The usual procedure was : Employee #2 pushes the railcars with  the forklift; Employee #3 watched and relayed the signal of Employee #1  who  set the brake on the railcar. At the time of the accident  Employee #1  signaled Employee #3 and disappeared from view. Employee #3 signalled Employee  #2  who released the forks of the forklift holding the railcars. Employee #2  realized when he moved his forklift back  that the railcars came ""with him""   meaning that that the brakes had not been applied. Employee #1 sustained  serious injuries. The front of his leg was struck by the rungs of the ladder  he was attempting to climb and the back of his leg was struck by stacked  bundles of pipe that were placed on the ground  behind and close to the rail  flatcar. This resulted in an open fracture of his left leg. Several factors  contributed to the   1) No written procedures and safety training on  railcar positioning and unloading of railcars was done prior to the accident.  2) The railcars were not chocked or otherwise prevented from moving. 3) Pipe  bundles were permitted to remain on the ground adjacent to a track at a  distance less than 8 feet 6 inches from the center line of track. %09",railroad car  rail  struck by  leg  fracture  flatbed rail car  chock,,yard supervisor,,,yard supervisor
201075199,Employee Fractures Leg When Struck By Concrete,On March 29  2010  Employee #3  a leased-employee from Pirate Staffing  Company  and Employee #4 had raised a chunk of waste concrete 4 to 6 inches  thick several inches long out of a chute. A piece of chain was rigged around  the concrete chunk  and  it was hoisted onto an elevated platform above the  chute using a manual chain hoist. The concrete chunk was lowered to the deck  and rested on the platform and the inside toe board edge of the platform. As  it rested  slack developed in the chain around the concrete chunk  which  allowed it to shift position. As it shifted  it struck Employee #3 in the  front of his lower left leg. Employee #3 further stated that he was able to  walk with slight discomfort  which he associated with the raspberry mark on  his leg. Employee #3 noticed the potential problem with his leg  while sitting  in his recliner at home. He noticed some abnormal movement of the leg when the  leg was in an elevated position in the recliner. Employee #3 had his wife take  him to Kaiser Hospital  where he was hospitalized for a period of over 24  hours due to his leg fracture. NOTE: Employee #2 also fractured his left leg  and was taken to Kaiser Hospital. Employee #1 reported the incidents to the  division.,concrete  concrete slab  crane boom  fracture  hoist  hoisting mechanism  hoistline  struck by  leg,,leased-employee,,,leased-employee
170562383,Five Employees Suffer Minor Exposure To Strong Acid Vapors,Employee #1  a material handler at Ashland Chemical  was unloading two  55-gallon drums of hydrofluoric acid from a truck to temporary storage in a  warehouse  a distance of 50 to 100 feet  using a forklift with an attachment  designed for transporting two drums. The warehouse is several hundred yards  from the main facility. One half of the drum transporter released a drum   which fell approximately 18 inches to the ground. The inner poly liner  fractured  releasing hydrofluoric acid vapors through the outer steel drum.  Employee #1 vacated the immediate area and went to the warehouse  where he  informed a second material handler  Employee #2  of the event. Employee #2  radioed to the supervisor  Employee #5  who was working in the main facility.  Employees #5 and Employees #3 and #4 (material handlers) all heard the radio  call and proceeded to the warehouse. Once there  they established the  seriousness of the spill  set a perimeter  and called for an outside emergency  response team. Employees #1  #2  #3  #4  and #5 were taken to a nearby  hospital as a precautionary measure.,hydrofluoric acid  spill  drum  drum hoist,3 124617853   Non Hospitalized injury Burn(Chemical) Supervisors  material moving equipment operators,material handler,,,material handler
202673182,Employee Amputates Toes While Operating Fork Lift,At approximately 12:16 a.m. on September 12  2012  Employee #1  a grocery  clerk/operator  was operating a Yale fork lift #31  Model Number  NR035DANM24TE091  with no load. Employee #1 was making a right turn from a  grocery store aisle when he skidded over a recently mopped floor. The forklift  struck the deli/dairy products cooler's concrete curb. Employee #1 right foot  was pinned between the cooler's concrete curb and the frame of the fork lift   causing a crushing injury to his right foot. Employee #1 was transported to  Arrowhead Regional Medical Center and surgery was performed. Employee #1  sustained amputations to three toes on his right foot and was hospitalized.,industrial truck  slippery surface  crushed  ind trk operator  pinned  foot  toe  amputated,,grocery clerk operator,,,grocery clerk operator
202509493,Employee Sustained Finger Amputation With A Meat Cutting Ban,At approximately 2:45 p.m.  on August 4  2012  Employee #1  a meat cutter of  Safeway Inc.  suffered an amputation to his left thumb tip while cutting meat  with a meat cutting band saw. Employee #1 was tasked with cutting bone in rib  steak with a Hobart meat cutting band saw: Model #5801 and Serial #27-147-916.  The bone-in rib steak was being cut to shorter lengths for packaging. Employee  #1 had made several successful cuts and was attempting another cut when his  left thumb was positioned too close to the saw blade and the tip was severed  just above the joint. Employee #2  another meat cutter  was wrapping meat  behind Employee #1  and as he turned to put a package on a rack behind  Employee #1  he noticed Employee #1 pull away from the saw. Employee #2 asked  Employee #1 if he was ok; Employee #1 was holding his hand and said that he  had cut himself pretty bad. The Meat Department Manager was immediately  notified and Emergency services were called; Employee #1 was transported to  John Muir Hospital in Concord for further treatment.,amputated  finger  saw  meat slicing machine,,meat cutter,,,meat cutter
201494903,Employee Sustains Multiple Fractures When Runover By Trailer,At approximately 11:05 a.m. on February 18  2011  Employee #1  a laborer  was  repairing a trellis in a grape vineyard. He had taken his lunch break and was  resting in middle of the vineyard row. A coworker had driven to a utility  trailer to pick up and deliver additional equipment for a second crew working  at a nearby vineyard. As the coworker was driving inside the vineyard row  he  struck something on the ground in the cover crop. The coworker stopped the  vehicle to inspect underneath and discovered that he had run over Employee #1.  The incident location was between Rows #57 and #58  where a cover crop of  18-inches had been growing. Employee #1 sustained multiple injuries and was  transported to Kern Medical Center  where he was hospitalized for treatment.,agriculture  trailer  run over  struck by  motor vehicle  fracture  obstructed view,,laborer,,,laborer
170150957,Employee Burned In Natural Gas Fire,At approximately 3:30 p.m. on February 16  1993  Employee #1  his supervisor   and a coworker went to the Warner Oaks Apartment Complex in response to  complaints from the maintenance person about boilers not working. Upon  arriving at boiler #1 (a tankless water heater boiler with electronic ignition  pilot and electronic circulating pump)  the supervisor told Employee #1 to  check the line for air. Employee #1 closed the gas valve  opened the union at  the boiler  and reopened the valve. He found that there was no gas pressure  and the supervisor concurred. The supervisor and a coworker went to boiler #3  near parking space #104 and did the same  in addition to first turning off all  electrical switches. The supervisor found no gas pressure  and told the  coworker to check the main gas valve. The coworker found it partially open and  turned it all the way open. The supervisor said he heard and smelled gas come  through the line so he closed the valve and reconnected the union at boiler  #3. Employee #1 said that he did not hear or smell gas until just before a  fire was ignited and flames shot up  and he jumped back. He then tried to  reach and close the valve  but was unable to because of the heat and flames.  Employee #1 was hospitalized for 10 days with third-degree burns on his wrist   neck  and the left side of his face; and second-degree burns on his lips and  the right side of his face.,construction  boiler  repair  open valve  gas leak  natural gas  fire  burn  wrist  face,,supervisor,,,supervisor
201694171,Employee Is Injured While Using Lighting Stick,"At approximately 2:00 a.m. on July 24  2011  Employee #1 a maintenance worker   and Employee #2 a coworker of Earthgrains Baking Companies  Inc. dba of Sara  Lee bakery  was working ovens #8  #2  #4. Employee #1 lit 10 of the 44 burners  using an electric high voltage lighting stick. Employee #2 found Employee #1  with his hand on the lighting stick shaking  and unable to release it.  Employee #2 pulled the cord to the lighting stick and terminating the  electrical source. Employee #1 sustained electrical burns on his right hand  and foot. Employee #1 was hospitalized for his injuries. Several factors  caused the incident  such as  the employer did not provide a ""lighting stick""  which had any approvals  the ""lighting stick"" was not maintained free of  recognized hazards and that the outer insulation had several breaks. The  ""lighting stick"" had insulation that was not approved for electrical use  and  did not provide mechanical protection equal to that of rubber equipment  and  was not visually inspected for defects and damage prior to use.",electric shock  hand  burn  foot  oven,,"maintenance worker,coworker",,,"maintenance worker,coworker"
